"";"id";"part_id";"parent_id";"title";"type";"course_id";"obsels";"max.duration";"size";"nb_img";"vid_length"
"43";0;3285152;3285186;"La tension";"title-3";2778161;0;NA;0;0;0
"44";0;3285155;3285186;"L'intensité";"title-3";2778161;0;NA;0;0;0
"45";0;3285166;3285186;"Les LED";"title-3";2778161;0;NA;0;0;0
"46";0;3285173;3285186;"La breadboard";"title-3";2778161;0;NA;0;0;0
"47";0;3285176;3285186;"Calcul de la bonne valeur de résistance pour une LED";"title-3";2778161;0;NA;0;0;0
"48";5;3285186;3285194;"Jeux de lumière avec une LED et la breadboard";"title-2";2778161;0;2231;4277;14;0
"49";0;3285189;3285193;"Le montage et le test";"title-3";2778161;0;NA;0;0;0
"50";0;3285192;3285193;"Solution";"title-3";2778161;0;NA;0;0;0
"51";6;3285193;3285194;"Tableaux et jeux de lumière avec plusieurs LED";"title-2";2778161;0;2756,6;3672;2;0
"52";-1;3285194;2778161;"Structurez un programme Arduino et contrôlez des lumières";"title-1";2778161;0;NA;0;0;0
"53";0;3285203;3285224;"Le bouton poussoir";"title-3";2778161;0;NA;0;0;0
"54";0;3285208;3285224;"Résistance pull-down";"title-3";2778161;0;NA;0;0;0
"55";0;3285213;3285224;"Résistance Pull-Up";"title-3";2778161;0;NA;0;0;0
"56";0;3285216;3285224;"Le mode INPUT_PULLUP";"title-3";2778161;0;NA;0;0;0
"57";0;3285219;3285224;"Programme ""Jour/Nuit""";"title-3";2778161;0;NA;0;0;0
"58";0;3285223;3285224;"Programme ""Interrupteur""";"title-3";2778161;0;NA;0;0;0
"59";7;3285224;3285258;"Le bouton poussoir";"title-2";2778161;0;2854,7;3181;10;0
"60";0;3285231;3285235;"Préparer le montage";"title-3";2778161;0;NA;0;0;0
"61";0;3285234;3285235;"Les fonctions";"title-3";2778161;0;NA;0;0;0
"62";8;3285235;3285258;"Utilisez les fonctions et les nombres aléatoires";"title-2";2778161;0;2615,2;3600;3;0
"63";0;3285242;3285257;"Le potentiomètre analogique";"title-3";2778161;0;NA;0;0;0
"64";0;3285253;3285257;"Les entrées analogiques";"title-3";2778161;0;NA;0;0;0
"65";0;3285256;3285257;"Le joystick";"title-3";2778161;0;NA;0;0;0
"66";9;3285257;3285258;"Utilisez les potentiomètres, les entrées analogiques et la fonction de mappage";"title-2";2778161;0;2430,7;4232;9;0
"67";-2;3285258;2778161;"Les bases d'électronique pour programmer des robots avec des capteurs";"title-1";2778161;0;NA;0;0;0
"68";0;3285270;3285287;"Le servo-moteur";"title-3";2778161;0;NA;0;0;0
"69";0;3285275;3285287;"Connexion d'un servo-moteur à une carte Arduino";"title-3";2778161;0;NA;0;0;0
"70";0;3285280;3285287;"Envoyez des ordres à un servo-moteur";"title-3";2778161;0;NA;0;0;0
"71";0;3285283;3285287;"Potar et Servo";"title-3";2778161;0;NA;0;0;0
"72";0;3285286;3285287;"L'accélérateur";"title-3";2778161;0;NA;0;0;0
"73";10;3285287;3285356;"Donnez du mouvement à vos montages avec un servo-moteur (... et la fonction Switch)";"title-2";2778161;0;2192,2;5425;10;0
"74";0;3285295;3285333;"Le moteur à courant continu";"title-3";2778161;0;NA;0;0;0
"75";0;3285304;3285333;"Connectez un moteur CC à votre carte Arduino";"title-3";2778161;0;NA;0;0;0
"76";0;3285313;3285333;"Le transistor bipolaire";"title-3";2778161;0;NA;0;0;0
"77";0;3285320;3285333;"Le transistor à effet de champs ou MOSFET";"title-3";2778161;0;NA;0;0;0
"78";0;3285327;3285333;"Séparez votre circuit de commande de votre circuit de puissance";"title-3";2778161;0;NA;0;0;0
"79";0;3285332;3285333;"Faites varier la vitesse du moteur";"title-3";2778161;0;NA;0;0;0
"80";11;3285333;3285356;"Le moteur à courant continu (partie 1) : transistors et sorties PWM";"title-2";2778161;0;2000,2;4549;19;0
"81";12;3285355;3285356;"Le moteur à courant continu (partie 2) : le pont en H et les circuits intégrés";"title-2";2778161;0;1760;4144;9;0
"82";-3;3285356;2778161;"Affinez vos montages avec des moteurs";"title-1";2778161;0;NA;0;0;0
"83";13;3285400;3285405;"Les capteurs électroniques";"title-2";2778161;0;1732;5349;16;0
"84";14;3285404;3285405;"Solutions des exercices";"title-2";2778161;0;1214,5;526;0;0
"85";-4;3285405;2778161;"Annexes";"title-1";2778161;0;NA;0;0;0
"86";0;3306932;3285404;"Exercice sur la LED 13";"title-3";2778161;0;NA;0;0;0
"87";0;3306973;3285404;"Exercice sur le moniteur série";"title-3";2778161;0;NA;0;0;0
"88";0;3307027;3285404;"Exercice sur le programme ""Arduino compte seul""";"title-3";2778161;0;NA;0;0;0
"89";0;3307029;3285404;"Exercice sur la connexion d'une LED à un pin";"title-3";2778161;0;NA;0;0;0
"90";0;3309334;3285400;"Le capteur de contact";"title-3";2778161;0;NA;0;0;0
"91";0;3309337;3285400;"Le tiltsensor";"title-3";2778161;0;NA;0;0;0
"92";0;3309342;3285400;"La photorésistance";"title-3";2778161;0;NA;0;0;0
"93";0;3309355;3285400;"La photodiode infrarouge";"title-3";2778161;0;NA;0;0;0
"94";0;3309360;3285400;"Le récepteur infrarouge";"title-3";2778161;0;NA;0;0;0
"95";0;3309365;3285400;"Capteur de température";"title-3";2778161;0;NA;0;0;0
"96";0;3309370;3285400;"Le capteur à ultrasons";"title-3";2778161;0;NA;0;0;0
"97";0;3355269;3285142;"Constantes et variables";"title-3";2778161;0;NA;0;0;0
"98";0;3355272;3285142;"Le typage des variables et constantes";"title-3";2778161;0;NA;0;0;0
"99";0;3355276;3285142;"Le moniteur série";"title-3";2778161;0;NA;0;0;0
"100";0;3355279;3285142;"La condition";"title-3";2778161;0;NA;0;0;0
"101";0;3355329;3285186;"Connectez une LED sur un pin (1 à 13)";"title-3";2778161;0;NA;0;0;0
"102";0;3368187;3285404;"Exercice : un programme pour tester vos LED";"title-3";2778161;0;NA;0;0;0
"103";0;3653800;3285355;"Le pont en H";"title-3";2778161;0;NA;0;0;0
"104";0;3653814;3285355;"Les circuits double ponts en H";"title-3";2778161;0;NA;0;0;0
"105";0;3653816;3285355;"Programmez deux moteurs CC avec un circuit intégré L293D";"title-3";2778161;0;NA;0;0;0
"106";0;3653818;3285355;"Silence… Moteurs CC… Ça tourne !";"title-3";2778161;0;NA;0;0;0
"107";0;3653821;3285355;"Moteurs et interaction";"title-3";2778161;0;NA;0;0;0
"108";0;3653825;3285355;"Ce n’est qu’un au revoir";"title-3";2778161;0;NA;0;0;0
