,id,part_id,parent_id,title,type,slug,element_id,course_id,size,nb_img,vid_length
87,83,3653814,3285355,Les circuits double ponts en H,title-3,,6562311,2778161,0,0,0
88,84,3653816,3285355,Programmez deux moteurs CC avec un circuit intégré L293D,title-3,,6562219,2778161,0,0,0
89,85,3653818,3285355,Silence… Moteurs CC… Ça tourne !,title-3,,6562223,2778161,0,0,0
90,86,3653821,3285355,Moteurs et interaction,title-3,,6562253,2778161,0,0,0
91,87,3653825,3285355,Ce n’est qu’un au revoir,title-3,,6562315,2778161,0,0,0
92,-99,3285405,2778161,Annexes,title-1,annexes-90,6562576,2778161,0,0,0
93,88,3285400,3285405,Les capteurs électroniques,title-2,les-capteurs-electroniques,6562558,2778161,5349,16,0
94,89,3236187,3285400,Le matériel requis,title-3,,4905599,2778161,0,0,0
95,90,3236745,3285400,Les types de capteurs,title-3,,6562343,2778161,0,0,0
96,91,3309334,3285400,Le capteur de contact,title-3,,6562519,2778161,0,0,0
97,92,3309337,3285400,Le tiltsensor,title-3,,6562522,2778161,0,0,0
98,93,3309342,3285400,La photorésistance,title-3,,6562527,2778161,0,0,0
99,94,3309355,3285400,La photodiode infrarouge,title-3,,6562540,2778161,0,0,0
100,95,3309360,3285400,Le récepteur infrarouge,title-3,,6562545,2778161,0,0,0
101,96,3309365,3285400,Capteur de température,title-3,,6562550,2778161,0,0,0
102,97,3309370,3285400,Le capteur à ultrasons,title-3,,6562557,2778161,0,0,0
103,98,3285404,3285405,Solutions des exercices,title-2,solutions-des-exercices,6562575,2778161,526,0,0
104,99,3306932,3285404,Exercice sur la LED 13,title-3,,5005142,2778161,0,0,0
105,100,3306973,3285404,Exercice sur le moniteur série,title-3,,6562572,2778161,0,0,0
106,101,3307027,3285404,"Exercice sur le programme ""Arduino compte seul""",title-3,,6562574,2778161,0,0,0
107,102,3307029,3285404,Exercice sur la connexion d'une LED à un pin,title-3,,6273094,2778161,0,0,0
108,103,3368187,3285404,Exercice : un programme pour tester vos LED,title-3,,6273098,2778161,0,0,0
